IDENTIFIER,NAME OF COMPANY,EXCHANGE,SYMBOL
SYMPHONY,Symphony Limited,NSE,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,NSE,SYNCOMF.NS
SYNGENE,Syngene International Limited,NSE,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,NSE,SYRMA.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE,TAJGVK.NS
TAKE,Take Solutions Limited,NSE,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,NSE,TALBROAUTO.NS
TANLA,Tanla Platforms Limited,NSE,TANLA.NS
TARAPUR,Tarapur Transformers Limited,NSE,TARAPUR.NS
TARC,TARC Limited,NSE,TARC.NS
TARMAT,Tarmat Limited,NSE,TARMAT.NS
TARSONS,Tarsons Products Limited,NSE,TARSONS.NS
TASTYBITE,Tasty Bite Eatables Limited,NSE,TASTYBITE.NS
TATACHEM,Tata Chemicals Limited,NSE,TATACHEM.NS
TATACOFFEE,Tata Coffee Limited,NSE,TATACOFFEE.NS
TATACOMM,Tata Communications Limited,NSE,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,NSE,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,NSE,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,NSE,TATAINVEST.NS
TATAMETALI,Tata Metaliks Limited,NSE,TATAMETALI.NS
TATAMOTORS,Tata Motors Limited,NSE,TATAMOTORS.NS
TATAMTRDVR,Tata Motors Limited,NSE,TATAMTRDVR.NS
TATAPOWER,Tata Power Company Limited,NSE,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,NSE,TATASTEEL.NS
TATASTLLP,Tata Steel Long Products Limited,NSE,TATASTLLP.NS
TATVA,Tatva Chintan Pharma Chem Limited,NSE,TATVA.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE,TBZ.NS
TCI,Transport Corporation of India Limited,NSE,TCI.NS
TCIEXP,TCI Express Limited,NSE,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,NSE,TCIFINANCE.NS
TCNSBRANDS,TCNS Clothing Co. Limited,NSE,TCNSBRANDS.NS
TCPLPACK,TCPL Packaging Limited,NSE,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,NSE,TCS.NS
TDPOWERSYS,TD Power Systems Limited,NSE,TDPOWERSYS.NS
TEAMLEASE,Teamlease Services Limited,NSE,TEAMLEASE.NS
TECHIN,Techindia Nirman Limited,NSE,TECHIN.NS
TECHM,Tech Mahindra Limited,NSE,TECHM.NS
TECHNOE,Techno Electric & Engineering Company Limited,NSE,TECHNOE.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,NSE,TECILCHEM.NS
TEGA,Tega Industries Limited,NSE,TEGA.NS
TEJASNET,Tejas Networks Limited,NSE,TEJASNET.NS
TEMBO,Tembo Global Industries Limited,NSE,TEMBO.NS
TERASOFT,Tera Software Limited,NSE,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,NSE,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,NSE,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,NSE,TFCILTD.NS
TFL,Transwarranty Finance Limited,NSE,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,NSE,TGBHOTELS.NS
THANGAMAYL,Thangamayil Jewellery Limited,NSE,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,NSE,THEINVEST.NS
THEMISMED,Themis Medicare Limited,NSE,THEMISMED.NS
THERMAX,Thermax Limited,NSE,THERMAX.NS
THOMASCOOK,Thomas Cook  (India)  Limited,NSE,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,NSE,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,NSE,THYROCARE.NS
TI,Tilaknagar Industries Limited,NSE,TI.NS
TIDEWATER,Tide Water Oil Company (India) Limited,NSE,TIDEWATER.NS
TIIL,Technocraft Industries (India) Limited,NSE,TIIL.NS
TIINDIA,Tube Investments of India Limited,NSE,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,NSE,TIJARIA.NS
TIL,TIL Limited,NSE,TIL.NS
TIMESGTY,Times Guaranty Limited,NSE,TIMESGTY.NS
TIMETECHNO,Time Technoplast Limited,NSE,TIMETECHNO.NS
TIMKEN,Timken India Limited,NSE,TIMKEN.NS
TINPLATE,The Tinplate Company of India Limited,NSE,TINPLATE.NS
TIPSFILMS,Tips Films Limited,NSE,TIPSFILMS.NS
TIPSINDLTD,TIPS Industries Limited,NSE,TIPSINDLTD.NS
TIRUMALCHM,Thirumalai Chemicals Limited,NSE,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,NSE,TIRUPATIFL.NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE,TITAGARH.NS
TITAN,Titan Company Limited,NSE,TITAN.NS
TMB,Tamilnad Mercantile Bank Limited,NSE,TMB.NS
TNPETRO,Tamilnadu PetroProducts Limited,NSE,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,NSE,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,NSE,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,NSE,TOKYOPLAST.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,NSE,TORNTPOWER.NS
TOTAL,Total Transport Systems Limited,NSE,TOTAL.NS
TOUCHWOOD,Touchwood Entertainment Limited,NSE,TOUCHWOOD.NS
TPLPLASTEH,TPL Plastech Limited,NSE,TPLPLASTEH.NS
TRACXN,Tracxn Technologies Limited,NSE,TRACXN.NS
TREEHOUSE,Tree House Education & Accessories Limited,NSE,TREEHOUSE.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,NSE,TREJHARA.NS
TRENT,Trent Limited,NSE,TRENT.NS
TRF,TRF Limited,NSE,TRF.NS
TRIDENT,Trident Limited,NSE,TRIDENT.NS
TRIGYN,Trigyn Technologies Limited,NSE,TRIGYN.NS
TRIL,Transformers And Rectifiers (India) Limited,NSE,TRIL.NS
TRITURBINE,Triveni Turbine Limited,NSE,TRITURBINE.NS
TRIVENI,Triveni Engineering & Industries Limited,NSE,TRIVENI.NS
TRU,TruCap Finance Limited,NSE,TRU.NS
TTKHLTCARE,TTK Healthcare Limited,NSE,TTKHLTCARE.NS
TTKPRESTIG,TTK Prestige Limited,NSE,TTKPRESTIG.NS
TTL,T T Limited,NSE,TTL.NS
TTML,Tata Teleservices (Maharashtra) Limited,NSE,TTML.NS
TV18BRDCST,TV18 Broadcast Limited,NSE,TV18BRDCST.NS
TVSELECT,TVS Electronics Limited,NSE,TVSELECT.NS
TVSMOTOR,TVS Motor Company Limited,NSE,TVSMOTOR.NS
TVSSRICHAK,TVS Srichakra Limited,NSE,TVSSRICHAK.NS
TVTODAY,TV Today Network Limited,NSE,TVTODAY.NS
TVVISION,TV Vision Limited,NSE,TVVISION.NS
UBL,United Breweries Limited,NSE,UBL.NS
UCAL,UCAL LIMITED,NSE,UCAL.NS
UCOBANK,UCO Bank,NSE,UCOBANK.NS
UDAICEMENT,Udaipur Cement Works Limited,NSE,UDAICEMENT.NS
UFLEX,UFLEX Limited,NSE,UFLEX.NS
UFO,UFO Moviez India Limited,NSE,UFO.NS
UGARSUGAR,The Ugar Sugar Works Limited,NSE,UGARSUGAR.NS
UGROCAP,Ugro Capital Limited,NSE,UGROCAP.NS
UJAAS,Ujaas Energy Limited,NSE,UJAAS.NS
UJJIVAN,Ujjivan Financial Services Limited,NSE,UJJIVAN.NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE,UJJIVANSFB.NS
ULTRACEMCO,UltraTech Cement Limited,NSE,ULTRACEMCO.NS
UMAEXPORTS,Uma Exports Limited,NSE,UMAEXPORTS.NS
UMANGDAIRY,Umang Dairies Limited,NSE,UMANGDAIRY.NS
UMESLTD,Usha Martin Education & Solutions Limited,NSE,UMESLTD.NS
UNICHEMLAB,Unichem Laboratories Limited,NSE,UNICHEMLAB.NS
UNIDT,United Drilling Tools Limited,NSE,UNIDT.NS
UNIENTER,Uniphos Enterprises Limited,NSE,UNIENTER.NS
UNIINFO,Uniinfo Telecom Services Limited,NSE,UNIINFO.NS
UNIONBANK,Union Bank of India,NSE,UNIONBANK.NS
UNIPARTS,Uniparts India Limited,NSE,UNIPARTS.NS
UNITECH,Unitech Limited,NSE,UNITECH.NS
UNITEDPOLY,United Polyfab Gujarat Limited,NSE,UNITEDPOLY.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,NSE,UNITEDTEA.NS
UNIVAFOODS,Univa Foods Limited,NSE,UNIVAFOODS.NS
UNIVASTU,Univastu India Limited,NSE,UNIVASTU.NS
UNIVCABLES,Universal Cables Limited,NSE,UNIVCABLES.NS
UNIVPHOTO,Universus Photo Imagings Limited,NSE,UNIVPHOTO.NS
UNOMINDA,UNO Minda Limited,NSE,UNOMINDA.NS
UPL,UPL Limited,NSE,UPL.NS
URAVI,Uravi T and Wedge Lamps Limited,NSE,URAVI.NS
URJA,Urja Global Limited,NSE,URJA.NS
USHAMART,Usha Martin Limited,NSE,USHAMART.NS
USK,Udayshivakumar Infra Limited,NSE,USK.NS
UTIAMC,UTI Asset Management Company Limited,NSE,UTIAMC.NS
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE,UTKARSHBNK.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,NSE,UTTAMSUGAR.NS
V2RETAIL,V2 Retail Limited,NSE,V2RETAIL.NS
VADILALIND,Vadilal Industries Limited,NSE,VADILALIND.NS
VAIBHAVGBL,Vaibhav Global Limited,NSE,VAIBHAVGBL.NS
VAISHALI,Vaishali Pharma Limited,NSE,VAISHALI.NS
VAKRANGEE,Vakrangee Limited,NSE,VAKRANGEE.NS
VALIANTORG,Valiant Organics Limited,NSE,VALIANTORG.NS
VARDHACRLC,Vardhman Acrylics Limited,NSE,VARDHACRLC.NS
VARDMNPOLY,Vardhman Polytex Limited,NSE,VARDMNPOLY.NS
VARROC,Varroc Engineering Limited,NSE,VARROC.NS
VASCONEQ,Vascon Engineers Limited,NSE,VASCONEQ.NS
VASWANI,Vaswani Industries Limited,NSE,VASWANI.NS
VBL,Varun Beverages Limited,NSE,VBL.NS
VCL,Vaxtex Cotfab Limited,NSE,VCL.NS
VEDL,Vedanta Limited,NSE,VEDL.NS
VENKEYS,Venky's (India) Limited,NSE,VENKEYS.NS
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,VENUSPIPES.NS
VENUSREM,Venus Remedies Limited,NSE,VENUSREM.NS
VERANDA,Veranda Learning Solutions Limited,NSE,VERANDA.NS
VERTOZ,Vertoz Advertising Limited,NSE,VERTOZ.NS
VESUVIUS,Vesuvius India Limited,NSE,VESUVIUS.NS
VETO,Veto Switchgears And Cables Limited,NSE,VETO.NS
VGUARD,V-Guard Industries Limited,NSE,VGUARD.NS
VHL,Vardhman Holdings Limited,NSE,VHL.NS
VICEROY,Viceroy Hotels Limited,NSE,VICEROY.NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,NSE,VIDHIING.NS
VIJAYA,Vijaya Diagnostic Centre Limited,NSE,VIJAYA.NS
VIJIFIN,Viji Finance Limited,NSE,VIJIFIN.NS
VIKASECO,Vikas EcoTech Limited,NSE,VIKASECO.NS
VIKASLIFE,Vikas Lifecare Limited,NSE,VIKASLIFE.NS
VIMTALABS,Vimta Labs Limited,NSE,VIMTALABS.NS
VINATIORGA,Vinati Organics Limited,NSE,VINATIORGA.NS
VINDHYATEL,Vindhya Telelinks Limited,NSE,VINDHYATEL.NS
VINEETLAB,Vineet Laboratories Limited,NSE,VINEETLAB.NS
VINNY,Vinny Overseas Limited,NSE,VINNY.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,NSE,VINYLINDIA.NS
VIPCLOTHNG,VIP Clothing Limited,NSE,VIPCLOTHNG.NS
VIPIND,VIP Industries Limited,NSE,VIPIND.NS
VIPULLTD,Vipul Limited,NSE,VIPULLTD.NS
VIRINCHI,Virinchi Limited,NSE,VIRINCHI.NS
VISAKAIND,Visaka Industries Limited,NSE,VISAKAIND.NS
VISASTEEL,Visa Steel Limited,NSE,VISASTEEL.NS
VISESHINFO,Visesh Infotecnics Limited,NSE,VISESHINFO.NS
VISHAL,Vishal Fabrics Limited,NSE,VISHAL.NS
VISHNU,Vishnu Chemicals Limited,NSE,VISHNU.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,NSE,VISHWARAJ.NS
VIVIDHA,Visagar Polytex Limited,NSE,VIVIDHA.NS
VIVIMEDLAB,Vivimed Labs Limited,NSE,VIVIMEDLAB.NS
VLSFINANCE,VLS Finance Limited,NSE,VLSFINANCE.NS
VMART,V-Mart Retail Limited,NSE,VMART.NS
VOLTAMP,Voltamp Transformers Limited,NSE,VOLTAMP.NS
VOLTAS,Voltas Limited,NSE,VOLTAS.NS
VRLLOG,VRL Logistics Limited,NSE,VRLLOG.NS
VSSL,Vardhman Special Steels Limited,NSE,VSSL.NS
VSTIND,VST Industries Limited,NSE,VSTIND.NS
VSTTILLERS,V.S.T Tillers Tractors Limited,NSE,VSTTILLERS.NS
VTL,Vardhman Textiles Limited,NSE,VTL.NS
WABAG,VA Tech Wabag Limited,NSE,WABAG.NS
WALCHANNAG,Walchandnagar Industries Limited,NSE,WALCHANNAG.NS
WANBURY,Wanbury Limited,NSE,WANBURY.NS
WATERBASE,Waterbase Limited,NSE,WATERBASE.NS
WEALTH,Wealth First Portfolio Managers Limited,NSE,WEALTH.NS
WEBELSOLAR,Websol Energy System Limited,NSE,WEBELSOLAR.NS
WEIZMANIND,Weizmann Limited,NSE,WEIZMANIND.NS
WEL,Wonder Electricals Limited,NSE,WEL.NS
WELCORP,Welspun Corp Limited,NSE,WELCORP.NS
WELENT,Welspun Enterprises Limited,NSE,WELENT.NS
WELINV,Welspun Investments and Commercials Limited,NSE,WELINV.NS
WELSPUNIND,Welspun India Limited,NSE,WELSPUNIND.NS
WENDT,Wendt (India) Limited,NSE,WENDT.NS
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE,WESTLIFE.NS
WEWIN,WE WIN LIMITED,NSE,WEWIN.NS
WHEELS,Wheels India Limited,NSE,WHEELS.NS
WHIRLPOOL,Whirlpool of India Limited,NSE,WHIRLPOOL.NS
WILLAMAGOR,Williamson Magor & Company Limited,NSE,WILLAMAGOR.NS
WINDLAS,Windlas Biotech Limited,NSE,WINDLAS.NS
WINDMACHIN,Windsor Machines Limited,NSE,WINDMACHIN.NS
WIPL,The Western India Plywoods Limited,NSE,WIPL.NS
WIPRO,Wipro Limited,NSE,WIPRO.NS
WOCKPHARMA,Wockhardt Limited,NSE,WOCKPHARMA.NS
WONDERLA,Wonderla Holidays Limited,NSE,WONDERLA.NS
WORTH,Worth Peripherals Limited,NSE,WORTH.NS
WSI,W S Industries (I) Limited,NSE,WSI.NS
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,WSTCSTPAPR.NS
XCHANGING,Xchanging Solutions Limited,NSE,XCHANGING.NS
XELPMOC,Xelpmoc Design And Tech Limited,NSE,XELPMOC.NS
XPROINDIA,Xpro India Limited,NSE,XPROINDIA.NS
YAARI,Yaari Digital Integrated Services Limited,NSE,YAARI.NS
YESBANK,Yes Bank Limited,NSE,YESBANK.NS
YUKEN,Yuken India Limited,NSE,YUKEN.NS
ZEEL,Zee Entertainment Enterprises Limited,NSE,ZEEL.NS
ZEELEARN,Zee Learn Limited,NSE,ZEELEARN.NS
ZEEMEDIA,Zee Media Corporation Limited,NSE,ZEEMEDIA.NS
ZENITHEXPO,Zenith Exports Limited,NSE,ZENITHEXPO.NS
ZENITHSTL,Zenith Steel Pipes & Industries Limited,NSE,ZENITHSTL.NS
ZENSARTECH,Zensar Technologies Limited,NSE,ZENSARTECH.NS
ZENTEC,Zen Technologies Limited,NSE,ZENTEC.NS
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NSE,ZFCVINDIA.NS
ZIMLAB,Zim Laboratories Limited,NSE,ZIMLAB.NS
ZODIAC,Zodiac Energy Limited,NSE,ZODIAC.NS
ZODIACLOTH,Zodiac Clothing Company Limited,NSE,ZODIACLOTH.NS
ZOMATO,Zomato Limited,NSE,ZOMATO.NS
ZOTA,Zota Health Care LImited,NSE,ZOTA.NS
ZUARI,Zuari Agro Chemicals Limited,NSE,ZUARI.NS
ZUARIIND,ZUARI INDUSTRIES LIMITED,NSE,ZUARIIND.NS
ZYDUSLIFE,Zydus Lifesciences Limited,NSE,ZYDUSLIFE.NS
ZYDUSWELL,Zydus Wellness Limited,NSE,ZYDUSWELL.NS
ABB,ABB India Limited,BSE,ABB.BO
AEGISLOG,AEGIS LOGISTICS LTD.,BSE,AEGISLOG.BO
AMARAJABAT,AMARA RAJA BATTERIES LTD.,BSE,AMARAJABAT.BO
AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,BSE,AMBALALSA.BO
ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,BSE,ANDHRAPET.BO
ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,BSE,ANSALAPI.BO
UTIQUE,Utique Enterprises Ltd,BSE,UTIQUE.BO
ARUNAHTEL,ARUNA HOTELS LTD.,BSE,ARUNAHTEL.BO
BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,BSE,BOMDYEING.BO
ASIANHOTNR,Asian Hotels (North) Limited,BSE,ASIANHOTNR.BO
ATUL,ATUL LTD.,BSE,ATUL.BO
ATVPR,ATV PROJECTS INDIA LTD.,BSE,ATVPR.BO
BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,BSE,BAJAJELEC.BO
BAJAJHIND,Bajaj Hindusthan Sugar Limited,BSE,BAJAJHIND.BO
FORCEMOT,FORCE MOTORS LTD.-$,BSE,FORCEMOT.BO
BAJFINANCE,Bajaj Finance Limited,BSE,BAJFINANCE.BO
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,BSE,BALRAMCHIN.BO
BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,BSE,BANCOINDIA.BO
CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,BSE,CENTURYTEX.BO
BANARISUG,BANNARI AMMAN SUGARS LTD.,BSE,BANARISUG.BO
BASF,BASF INDIA LTD.,BSE,BASF.BO
BATAINDIA,BATA INDIA LTD.,BSE,BATAINDIA.BO
BEML,BEML LTD.,BSE,BEML.BO
BEL,BHARAT ELECTRONICS LTD.,BSE,BEL.BO
BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,BSE,BEPL.BO
BIHSPONG,BIHAR SPONGE IRON LTD.,BSE,BIHSPONG.BO
BINANIIND,BINANI INDUSTRIES LTD.,BSE,BINANIIND.BO
BIRLACABLE,Birla Cable Ltd,BSE,BIRLACABLE.BO
BLUESTARCO,BLUE STAR LTD.,BSE,BLUESTARCO.BO
DISAQ,DISA INDIA LTD.,BSE,DISAQ.BO
QUESTCAP,Quest Capital Markets Ltd,BSE,QUESTCAP.BO
BPL,BPL LTD.,BSE,BPL.BO
OAL,Oriental Aromatics Ltd-$,BSE,OAL.BO
CENTEXT,CENTURY EXTRUSIONS LTD.,BSE,CENTEXT.BO
CESC,CESC LTD.,BSE,CESC.BO
CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,BSE,CHAMBLFERT.BO
EXIDEIND,EXIDE INDUSTRIES LTD.,BSE,EXIDEIND.BO
CIPLA,CIPLA LTD.,BSE,CIPLA.BO
DICIND,DIC INDIA LTD.,BSE,DICIND.BO
CRISIL,CRISIL LTD.,BSE,CRISIL.BO
CGPOWER,CG Power and Industrial Solutions Ltd,BSE,CGPOWER.BO
DABUR,DABUR INDIA LTD.,BSE,DABUR.BO
DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,BSE,DALMIASUG.BO
ARVIND,ARVIND LTD.,BSE,ARVIND.BO
BHEL,BHARAT HEAVY ELECTRICALS LTD.,BSE,BHEL.BO
HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,BSE,HINDPETRO.BO
IFCI,IFCI LTD.,BSE,IFCI.BO
MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,BSE,MTNL.BO
MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,BSE,MRPL.BO
CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,BSE,CHENNPETRO.BO
RELCAPITAL,RELIANCE CAPITAL LTD.,BSE,RELCAPITAL.BO
SBIN,STATE BANK OF INDIA,BSE,SBIN.BO
SAIL,STEEL AUTHORITY OF INDIA LTD.,BSE,SAIL.BO
TITAN,Titan Company Limited,BSE,TITAN.BO
IDBI,IDBI BANK LTD.,BSE,IDBI.BO
DCW,DCW LTD.,BSE,DCW.BO
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,BSE,DHAMPURSUG.BO
DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,BSE,DIAMINESQ.BO
ELANTAS,ELANTAS BECK INDIA LTD.-$,BSE,ELANTAS.BO
DRREDDY,DR.REDDY'S LABORATORIES LTD.,BSE,DRREDDY.BO
EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,BSE,EIDPARRY.BO
PGHL,Procter & Gamble Health Ltd,BSE,PGHL.BO
ELECTCAST,ELECTROSTEEL CASTINGS LTD.,BSE,ELECTCAST.BO
ESABINDIA,ESAB INDIA LTD.,BSE,ESABINDIA.BO
EPL,EPL Ltd,BSE,EPL.BO
ESTER,ESTER INDUSTRIES LTD.,BSE,ESTER.BO
FGP,FGP LTD.,BSE,FGP.BO
PHCAP,PH CAPITAL LTD.,BSE,PHCAP.BO
FINCABLES,FINOLEX CABLES LTD.,BSE,FINCABLES.BO
COCKERILL,John Cockerill India Ltd-$,BSE,COCKERILL.BO
UFLEX,UFLEX LTD.,BSE,UFLEX.BO
FOSECOIND,FOSECO INDIA LTD.,BSE,FOSECOIND.BO
GOLDENTOBC,GOLDEN TOBACCO LTD.,BSE,GOLDENTOBC.BO
GANESHBE,GANESH BENZOPLAST LTD.,BSE,GANESHBE.BO
METROGLOBL,Metroglobal Limited,BSE,METROGLOBL.BO
GTL,GTL LTD.,BSE,GTL.BO
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,BSE,GODFRYPHLP.BO
GODREJIND,GODREJ INDUSTRIES LTD.,BSE,GODREJIND.BO
KANSAINER,KANSAI NEROLAC PAINTS LTD.,BSE,KANSAINER.BO
GOODRICKE,GOODRICKE GROUP LTD.,BSE,GOODRICKE.BO
GOODYEAR,GOODYEAR INDIA LTD.,BSE,GOODYEAR.BO
GTNINDS,GTN INDUSTRIES LTD.,BSE,GTNINDS.BO
GHCL,GHCL LTD.,BSE,GHCL.BO
GFLLIMITED,GFL Ltd,BSE,GFLLIMITED.BO
GLFL,GUJARAT LEASE FINANCING LTD.,BSE,GLFL.BO
HCL-INSYS,HCL INFOSYSTEMS LTD.,BSE,HCL-INSYS.BO
HDFCBANK,HDFC Bank Ltd,BSE,HDFCBANK.BO
HEROMOTOCO,HERO MOTOCORP LTD.,BSE,HEROMOTOCO.BO
HFCL,HFCL Ltd,BSE,HFCL.BO
HSCL,Himadri Speciality Chemical Ltd,BSE,HSCL.BO
HCC,HINDUSTAN CONSTRUCTION CO.LTD.,BSE,HCC.BO
HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,BSE,HINDOILEXP.BO
AGI,Agi Greenpac Ltd,BSE,AGI.BO
HINDZINC,HINDUSTAN ZINC LTD.,BSE,HINDZINC.BO
NDLVENTURE,NDL Ventures Ltd,BSE,NDLVENTURE.BO
HMT,HMT LTD.,BSE,HMT.BO
PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,BSE,PRAGBOS.BO
HLVLTD,HLV Ltd,BSE,HLVLTD.BO
IGPL,I G PETROCHEMICALS LTD.,BSE,IGPL.BO
INDIAGLYCO,INDIA GLYCOLS LTD.,BSE,INDIAGLYCO.BO
INDLEASE,INDIA LEASE DEVELOPMENT LTD.,BSE,INDLEASE.BO
MARGOFIN,Margo Finance Limited,BSE,MARGOFIN.BO
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,BSE,INDORAMA.BO
INFY,INFOSYS LTD.,BSE,INFY.BO
INGERRAND,INGERSOLL-RAND (INDIA) LTD.,BSE,INGERRAND.BO
ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,BSE,ITHL.BO
IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,BSE,IONEXCHANG.BO
ATFL,AGRO TECH FOODS LTD.,BSE,ATFL.BO
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,BSE,JISLJALEQS.BO
JASCH,JASCH INDUSTRIES LTD.,BSE,JASCH.BO
JCTLTD,JCT LTD.,BSE,JCTLTD.BO
JINDALPOLY,JINDAL POLY FILMS LTD.,BSE,JINDALPOLY.BO
JSWSTEEL,JSW STEEL LTD.,BSE,JSWSTEEL.BO
UMANGDAIR,UMANG DAIRIES LTD.,BSE,UMANGDAIR.BO
KAJARIACER,KAJARIA CERAMICS LTD.,BSE,KAJARIACER.BO
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,BSE,KAKATCEM.BO
KSL,KALYANI STEELS LTD.,BSE,KSL.BO
KANELIND,Kanel Industries Limited,BSE,KANELIND.BO
WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,BSE,WHIRLPOOL.BO
KGDENIM,KG DENIM LTD.,BSE,KGDENIM.BO
KINETICENG,KINETIC ENGINEERING LTD.,BSE,KINETICENG.BO
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,BSE,KIRLOSBROS.BO
KIRLOSIND,Kirloskar Industries Ltd,BSE,KIRLOSIND.BO
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,BSE,KIRLFER.BO
ENVAIREL,ENVAIR ELECTRODYNE LTD.,BSE,ENVAIREL.BO
KOTAKBANK,KOTAK MAHINDRA BANK LTD.,BSE,KOTAKBANK.BO
KRIFILIND,Krishna Filament Industries Ltd,BSE,KRIFILIND.BO
KSB,KSB Ltd,BSE,KSB.BO
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,BSE,LGBBROSLTD.BO
TRENT,TRENT LTD.,BSE,TRENT.BO
LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,BSE,LAXMIMACH.BO
LICHSGFIN,LIC HOUSING FINANCE LTD.,BSE,LICHSGFIN.BO
LUPIN,LUPIN LTD.,BSE,LUPIN.BO
LYKALABS,LYKA LABS LTD.,BSE,LYKALABS.BO
RAMCOCEM,The Ramco Cements Limited,BSE,RAMCOCEM.BO
HYBRIDFIN,Hybrid Financial Services Ltd,BSE,HYBRIDFIN.BO
MAFATIND,MAFATLAL INDUSTRIES LTD.-$,BSE,MAFATIND.BO
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,BSE,MAHSEAMLES.BO
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,BSE,MAHSCOOTER.BO
MAJESAUT,MAJESTIC AUTO LTD.-$,BSE,MAJESAUT.BO
MANALIPETC,MANALI PETROCHEMICAL LTD.,BSE,MANALIPETC.BO
BARODARY,BARODA RAYON CORPORATION LTD.,BSE,BARODARY.BO
MFSL,Max Financial Services Ltd,BSE,MFSL.BO
MIDINDIA,MID INDIA INDUSTRIES LTD.,BSE,MIDINDIA.BO
